Time	sum(Output total – Blocks (ZEC)) – Zcash
16.08.2025	37607748718446
17.08.2025	33401489147588
18.08.2025	51791400628328
19.08.2025	49901120194193
20.08.2025	139467927645305
21.08.2025	61521900778810
22.08.2025	44840483434278
23.08.2025	29583788141479
24.08.2025	42278193017614
25.08.2025	86735989584252
26.08.2025	37556495703777
27.08.2025	22668841658164
28.08.2025	28485595711243
29.08.2025	82073783095084
30.08.2025	22815333258460
31.08.2025	104711700063593
01.09.2025	30644907114897
02.09.2025	30502341625857
03.09.2025	30412684841561
04.09.2025	28241101049427
05.09.2025	39076542138057
06.09.2025	47232080214988
07.09.2025	109348530883496
08.09.2025	142137530396495
09.09.2025	31657027405709
10.09.2025	61641100902555
11.09.2025	19017017095415
12.09.2025	24481674309074
13.09.2025	29953594469145
14.09.2025	51318456527492
15.09.2025	50476770773443
16.09.2025	30619508473967
17.09.2025	45796258753442
18.09.2025	83563142945728
19.09.2025	34163944505166
20.09.2025	42128696191466
21.09.2025	49686568281335
22.09.2025	30584082799578
23.09.2025	56184988093143
24.09.2025	109612353408624
25.09.2025	106047386858819
26.09.2025	23368049625046
27.09.2025	31932925291159
28.09.2025	65047282970371
29.09.2025	278141584434683
30.09.2025	159281694911566
01.10.2025	479849340340998
02.10.2025	487346245769264
03.10.2025	311559779730807
04.10.2025	192948662217232
05.10.2025	150170420642636
06.10.2025	149883662475876
07.10.2025	106918753968781
08.10.2025	247993217492142
09.10.2025	294628183479887
10.10.2025	488876704081119
11.10.2025	753296395366003
12.10.2025	260798190266028
13.10.2025	158677621181360
14.10.2025	242498113232045
15.10.2025	98461562951432
16.10.2025	97187854250028
17.10.2025	366270358704157
18.10.2025	44795039131779
19.10.2025	47710159989519
20.10.2025	145658342776372
21.10.2025	181411956390584
22.10.2025	152806129100664
23.10.2025	177018753795164
24.10.2025	96089211313023
25.10.2025	49176299880714
26.10.2025	183687783882410
27.10.2025	180191346887098
28.10.2025	279826044676454
29.10.2025	173073880734525
30.10.2025	270889471240465
31.10.2025	321118748272687
01.11.2025	203263387244059
02.11.2025	140473200199070
03.11.2025	178606994428856
04.11.2025	487518169222398
05.11.2025	292454563089260
06.11.2025	247358370205945
07.11.2025	395676187179350
08.11.2025	287026312215465
09.11.2025	158746626655275
10.11.2025	194154263082097
11.11.2025	243809798690169
12.11.2025	228687133804472
13.11.2025	466849099089646
14.11.2025	193590124952542
15.11.2025	256906630730430
16.11.2025	155726350250279
17.11.2025	195229778434426
18.11.2025	164562220159312
19.11.2025	127520133292890
20.11.2025	166325070835609
21.11.2025	168904925205499
22.11.2025	115775886088260
23.11.2025	56248863221249
24.11.2025	81387957614812
25.11.2025	118277144122282
26.11.2025	126892153561942
27.11.2025	62054989483403
28.11.2025	80646145383562
29.11.2025	57278571203907
30.11.2025	62886105140518
01.12.2025	329507521096512
02.12.2025	137660454278697
03.12.2025	123064859891542
04.12.2025	148836648688108
05.12.2025	105712689430951
06.12.2025	122511146122901
07.12.2025	55337101024387
08.12.2025	59627341826152
09.12.2025	138068105627614
10.12.2025	131809948043503
11.12.2025	80121622007499
12.12.2025	78666376399172
13.12.2025	48506450580471
14.12.2025	46588668138759
15.12.2025	58458055255716
16.12.2025	40681323423688
17.12.2025	64642947391922
18.12.2025	99767182328246
19.12.2025	92453772719654
20.12.2025	71716041343758
21.12.2025	68680819521787
22.12.2025	43388224143392
23.12.2025	27179364910749
24.12.2025	86096364504670
25.12.2025	37774831691251
26.12.2025	31068436901121
27.12.2025	100184525244841
28.12.2025	44506064911722
29.12.2025	79868306656442
30.12.2025	59286887825038
31.12.2025	107581495844323
01.01.2026	29426459919801
02.01.2026	97964841644115
03.01.2026	37489443835757
04.01.2026	22329861719537
05.01.2026	39947572173831
06.01.2026	46820662129055
07.01.2026	40951625553172
08.01.2026	192040557158654
09.01.2026	81433430832823
10.01.2026	48550928389769
11.01.2026	39926247526275
12.01.2026	49050119411989
13.01.2026	56687332472565
14.01.2026	50306258712694
15.01.2026	83471930722347
16.01.2026	90591513474275
17.01.2026	235058207289346
18.01.2026	97853195164925
19.01.2026	159083944137853
20.01.2026	133474749347805
21.01.2026	96071168892469
22.01.2026	100456291507646
23.01.2026	56015655480400
24.01.2026	33403463976074
25.01.2026	44040743385859
26.01.2026	130480398904605
27.01.2026	96242812891913
28.01.2026	62929573115827
29.01.2026	60611912618711
30.01.2026	96447398140445
31.01.2026	72669035726487
01.02.2026	47649345467201
02.02.2026	56712068642415
03.02.2026	46652292344589
04.02.2026	89600187820112
05.02.2026	140933532776644
06.02.2026	81390954519078
07.02.2026	34249719653760
08.02.2026	24285126332228
09.02.2026	40194923320805
10.02.2026	33814927735755
11.02.2026	214949736442241
12.02.2026	62581922622993
13.02.2026	93421330435928
14.02.2026	95879922393740
15.02.2026	147194478215060
16.02.2026	317112993884742
17.02.2026	302198697810118
18.02.2026	205491468308839
19.02.2026	75640751154674
20.02.2026	38058742490702
21.02.2026	42414234132431
22.02.2026	85308571622762
23.02.2026	57141504682393
24.02.2026	82552614719519
25.02.2026	260249274499747
26.02.2026	1034010795616181
27.02.2026	157878269597562
28.02.2026	107463893435056
01.03.2026	62870771496759
02.03.2026	95091161537304
03.03.2026	52678733746611
04.03.2026	137680891076633
05.03.2026	76170636781116
06.03.2026	47767419216827
07.03.2026	43255480629892
08.03.2026	35736159313104
09.03.2026	40961010609693
10.03.2026	57783256705184
11.03.2026	70805009434084
12.03.2026	51694630388491
13.03.2026	110216285014654
14.03.2026	82201701960727
15.03.2026	101228148861889
16.03.2026	80179303124147
17.03.2026	75830186083385
18.03.2026	99534180112018
19.03.2026	27795506358
