Time	sum(Output total – Blocks (DOGE)) – Dogecoin
18.08.2021	2235088508214201600
19.08.2021	2512975584337900000
20.08.2021	2212230639430809600
21.08.2021	2495691345404074000
22.08.2021	1310934704996330800
23.08.2021	1195169307346464500
24.08.2021	3056056002076064300
25.08.2021	1748216393852677600
26.08.2021	1598881209241606700
27.08.2021	1145758974144754600
28.08.2021	1204492851286238500
29.08.2021	1318593523307937500
30.08.2021	1325924903090809900
31.08.2021	663221821959837700
01.09.2021	1072764503630179300
02.09.2021	992426399515730000
03.09.2021	1603795741208250600
04.09.2021	1300315192159839700
05.09.2021	2479068202588704300
06.09.2021	1486733053801630200
07.09.2021	2426920060596745000
08.09.2021	1044846307743171200
09.09.2021	1137728257678308500
10.09.2021	714391243973332700
11.09.2021	542086312790446140
12.09.2021	561446478718653200
13.09.2021	1134531411030623100
14.09.2021	521802108397687940
15.09.2021	627130524709588400
16.09.2021	506753944889047550
17.09.2021	1527976607384553200
18.09.2021	663317723711544300
19.09.2021	639211353129308400
20.09.2021	851607990695495800
21.09.2021	656402940302099600
22.09.2021	669451347405620400
23.09.2021	2037081601508611600
24.09.2021	913162595732775300
25.09.2021	685253236496142800
26.09.2021	807205683920268400
27.09.2021	958380135323659500
28.09.2021	803500036151686900
29.09.2021	2705393565714820600
30.09.2021	2731454369245537000
01.10.2021	2346054032828381000
02.10.2021	3694412828043716000
03.10.2021	2182139261878570000
04.10.2021	2907165654200190500
05.10.2021	3196963395713771000
06.10.2021	3993342549011011600
07.10.2021	3934901538007563300
08.10.2021	1832062652217632800
09.10.2021	1758858167170168800
10.10.2021	1726011798853070800
11.10.2021	1917325394541531600
12.10.2021	1395343198301325000
13.10.2021	2011191236137732400
14.10.2021	1462634665555737900
15.10.2021	3125635901689602000
16.10.2021	1333585789763309800
17.10.2021	1082768000461292000
18.10.2021	4386549822553347600
19.10.2021	3645051756784818000
20.10.2021	2564659193518567400
21.10.2021	3929732068631921000
22.10.2021	3037168508164004400
23.10.2021	1300836271487962600
24.10.2021	2808129099028402700
25.10.2021	3438887567311027700
26.10.2021	3783257693606594600
27.10.2021	4441436557969182700
28.10.2021	-6864238941790607000
29.10.2021	-7885289026986766000
30.10.2021	5542775008933120000
31.10.2021	4936588805670936000
01.11.2021	3464774470434971600
02.11.2021	4614440948142176000
03.11.2021	4697984801439613000
04.11.2021	2486197186724933000
05.11.2021	2403560309678869500
06.11.2021	2018166032257572600
07.11.2021	1232523751346713900
08.11.2021	3022193317041144000
09.11.2021	4122635810003322000
10.11.2021	3369779402651564000
11.11.2021	2993550804677714000
12.11.2021	2070887380705542000
13.11.2021	932313082297322400
14.11.2021	1403607885681894000
15.11.2021	1368654911267991300
16.11.2021	1737083855714489000
17.11.2021	1438469568547658000
18.11.2021	2234656844968180000
19.11.2021	659988227300801800
20.11.2021	1508465683723842000
21.11.2021	1024827205480650900
22.11.2021	1365196494249781000
23.11.2021	1696739378670780000
24.11.2021	2016820996928556000
25.11.2021	3404873465876495400
26.11.2021	4416806007325235000
27.11.2021	3980626871731250000
28.11.2021	1779112317377456400
29.11.2021	5174239885802334000
30.11.2021	2786497302191823000
01.12.2021	4830898187360247000
02.12.2021	6239057509320344000
03.12.2021	2045065808251026700
04.12.2021	4088623173359972400
05.12.2021	1374137683073563000
06.12.2021	1569257991821878000
07.12.2021	2148064026291454500
08.12.2021	2166749790058728000
09.12.2021	5724239513473460000
10.12.2021	8716361909600121000
11.12.2021	6375352237624285000
12.12.2021	6919153811141511000
13.12.2021	6982670369482383000
14.12.2021	8579312538202004000
15.12.2021	3940730421219057000
16.12.2021	5611361300210314000
17.12.2021	7089043858902206000
18.12.2021	-8702462328218161000
19.12.2021	5903655073092608000
20.12.2021	5690299972509045000
21.12.2021	1790000732442747400
22.12.2021	8834036553133669000
23.12.2021	5168819048790063000
24.12.2021	7320157617384180000
25.12.2021	-8544567342629741000
26.12.2021	-9201725451807705000
27.12.2021	8229178786315380000
28.12.2021	-2482897422565554000
29.12.2021	-1724688706116960300
30.12.2021	-6866698842349711000
31.12.2021	7850994827448023000
01.01.2022	5106109108910653000
02.01.2022	-8196328329567703000
03.01.2022	7951777237888020000
04.01.2022	6765083890015612000
05.01.2022	5001733948901554000
06.01.2022	2705339648583391000
07.01.2022	-6511697952191949000
08.01.2022	-5303822693415113000
09.01.2022	-7860528798056804000
10.01.2022	5195828885985225000
11.01.2022	1124617018950076300
12.01.2022	802814682775012200
13.01.2022	5229331880941694000
14.01.2022	2891528712027932000
15.01.2022	5398276489864679000
16.01.2022	1652318879786331400
17.01.2022	1207874886358815000
18.01.2022	1764424905601645800
19.01.2022	1860611694294360000
20.01.2022	816024630828854000
21.01.2022	579471399169248400
22.01.2022	5118333884563050000
23.01.2022	1968292684081642800
24.01.2022	-7554232050557923000
25.01.2022	2045248694440655400
26.01.2022	1407575372968725500
27.01.2022	1636729135410955800
28.01.2022	725860575358955000
29.01.2022	458857019500935400
30.01.2022	374791312631651300
31.01.2022	458006565330037760
01.02.2022	569500304121452200
02.02.2022	613542817286459000
03.02.2022	566445859760365950
04.02.2022	703897322044947000
05.02.2022	958035258767784700
06.02.2022	699075176157333200
07.02.2022	1613507601110741200
08.02.2022	2325126064361469000
09.02.2022	991567599395663200
10.02.2022	1309596960405978400
11.02.2022	862039655170719700
12.02.2022	749523604210582400
13.02.2022	799066024867287400
14.02.2022	1161618430850841900
15.02.2022	941278726838799900
16.02.2022	734044932410161900
17.02.2022	759879330642055300
18.02.2022	674911758837873000
19.02.2022	1213789143172584700
20.02.2022	498802061204708400
21.02.2022	868127400442244600
22.02.2022	887557417009228500
23.02.2022	689675346936263800
24.02.2022	3346415588788196400
25.02.2022	1493824099527064800
26.02.2022	565682921034352700
27.02.2022	499206409319017500
28.02.2022	689951997271111200
01.03.2022	723104089340827600
02.03.2022	638873728367422500
03.03.2022	1263938196352542700
04.03.2022	647934433392827400
05.03.2022	492444447258410430
06.03.2022	510579559116718600
07.03.2022	462190537104202100
08.03.2022	770090900017897100
09.03.2022	770998166028011600
10.03.2022	1402663106176160800
11.03.2022	1099813798547493000
12.03.2022	541447475297216300
13.03.2022	433119322881748400
14.03.2022	657210069748416900
15.03.2022	498127922543294460
16.03.2022	576323845860380700
17.03.2022	646573645416053800
18.03.2022	490403579388003600
19.03.2022	427032771920257500
20.03.2022	267372714692435460
21.03.2022	284637047269697570
22.03.2022	411860610430749300
23.03.2022	2955102321641931000
24.03.2022	3357299344100712000
25.03.2022	408361742610326500
26.03.2022	409471220540140350
27.03.2022	538618765221723460
28.03.2022	814692452252472400
29.03.2022	595969183310983800
30.03.2022	651497898822657500
31.03.2022	675143303325466100
01.04.2022	764428160356119600
02.04.2022	417216374508417000
03.04.2022	408111693554831400
04.04.2022	1251415353068156700
05.04.2022	1656321691887185000
06.04.2022	1237115905008078300
07.04.2022	621736449034015400
08.04.2022	547536386587586700
09.04.2022	454231498071565600
10.04.2022	536644610713065200
11.04.2022	596245035829266300
12.04.2022	873513795892365600
13.04.2022	773299291379870700
14.04.2022	926637839912547100
15.04.2022	933182466734436500
16.04.2022	916841478279737500
17.04.2022	388977994579910140
18.04.2022	515106842897525400
19.04.2022	464843986615083700
20.04.2022	838659764827878000
21.04.2022	503901862096514500
22.04.2022	493709370960405250
23.04.2022	515970011885893400
24.04.2022	381130023706813100
25.04.2022	1878647626197462500
26.04.2022	1679523368555053300
27.04.2022	803326942694088100
28.04.2022	515665251581092900
29.04.2022	646324938976052700
30.04.2022	547122168444710500
01.05.2022	472962355251960600
02.05.2022	556526626081647360
03.05.2022	596544305354417800
04.05.2022	549371581713941570
05.05.2022	710046751253566500
06.05.2022	449548326701949200
07.05.2022	336109733496076740
08.05.2022	448197005649404500
09.05.2022	1030357504161245000
10.05.2022	932414389566763800
11.05.2022	1762287487843788500
12.05.2022	2954321990694491600
13.05.2022	1293477648997932300
14.05.2022	1074533613720150100
15.05.2022	822605137480073200
16.05.2022	554405855340615360
17.05.2022	621541905029907800
18.05.2022	837877259523276500
19.05.2022	767227406371996400
20.05.2022	606280282467591800
21.05.2022	532258134380127600
22.05.2022	742626815663331300
23.05.2022	1060431940582131600
24.05.2022	1102021219968941300
25.05.2022	629689031927286100
26.05.2022	705105815127547900
27.05.2022	1049068937411741200
28.05.2022	328900429601211600
29.05.2022	277031915093294850
30.05.2022	434585598453100000
31.05.2022	685122063543094100
01.06.2022	673671384405761700
02.06.2022	580299815514469000
03.06.2022	658927491088266600
04.06.2022	610826778880490400
05.06.2022	359915599454642940
06.06.2022	910338315989725400
07.06.2022	965908148398360000
08.06.2022	748438569392635500
09.06.2022	1486029470967831000
10.06.2022	1263014039781747000
11.06.2022	1222563464755472400
12.06.2022	729792523593586200
13.06.2022	1497238916666732300
14.06.2022	920118581079422300
15.06.2022	1426659886129300700
16.06.2022	1138279868467935400
17.06.2022	859052813914481500
18.06.2022	826937968062738600
19.06.2022	928211998029877400
20.06.2022	549617462969650700
21.06.2022	1221547115054516200
22.06.2022	963394144578478500
23.06.2022	1175405582589394200
24.06.2022	1120090458359473800
25.06.2022	691712619551351200
26.06.2022	921423162185210400
27.06.2022	1258791306065701400
28.06.2022	850455786327502600
29.06.2022	1046110310275119100
30.06.2022	1056749229174644600
01.07.2022	1359465017993418200
02.07.2022	888850515740628400
03.07.2022	764546269113161500
04.07.2022	759458561449411100
05.07.2022	1008862809376012300
06.07.2022	1341882787538538200
07.07.2022	1441123586894702000
08.07.2022	1582375905503262200
09.07.2022	1061893125777967000
10.07.2022	919037121821076600
11.07.2022	1112396745267535500
12.07.2022	976299760418831700
13.07.2022	959942651292198500
14.07.2022	1401117065272474600
15.07.2022	1246148402537546000
16.07.2022	1264838586678367700
17.07.2022	1346164699624826400
18.07.2022	2801465659029098000
19.07.2022	5152519534602720000
20.07.2022	5131820665711739000
21.07.2022	5949085346499688000
22.07.2022	1799295540376487700
23.07.2022	1357105751243233800
24.07.2022	1178006747686444000
25.07.2022	1371443963847424800
26.07.2022	1336642361844001000
27.07.2022	1319345937547038200
28.07.2022	1975122988813147600
29.07.2022	1337380604641723000
30.07.2022	1062722437360569900
31.07.2022	818149296672348200
01.08.2022	1255009585092350200
02.08.2022	1668321993004134400
03.08.2022	1678487095368366000
04.08.2022	1109435684897333200
05.08.2022	1375127752239813000
06.08.2022	1360220827739243800
07.08.2022	867265279460607400
08.08.2022	1446130911871041800
09.08.2022	1710796908358092500
10.08.2022	1212247825840735200
11.08.2022	1551928326979387100
12.08.2022	1246833485552898800
13.08.2022	1599612866540899000
14.08.2022	2106412182094552000
15.08.2022	1680900133550827300
16.08.2022	3193918825821818000
17.08.2022	2956557402515220500
18.08.2022	2744382352972479500
19.08.2022	2529208137269909000
20.08.2022	1340858837873915100
21.08.2022	969530765498024100
22.08.2022	1146898649126471000
23.08.2022	1342193672967725600
24.08.2022	1010710918661471600
25.08.2022	1177010327885829600
26.08.2022	1227062024604643600
27.08.2022	1363198979530310000
28.08.2022	1216460441115450600
29.08.2022	1469725588378983200
30.08.2022	1716823165975731700
31.08.2022	1840032737532503300
01.09.2022	1439570356955140900
02.09.2022	1253881560291320600
03.09.2022	962680089203829200
04.09.2022	814373021744297100
05.09.2022	938756577732553500
06.09.2022	1269777685691980800
07.09.2022	979489959977706400
08.09.2022	952894245618022300
09.09.2022	975566254992257000
10.09.2022	814771169065903900
11.09.2022	828733942333293300
12.09.2022	1602048343317194000
13.09.2022	2092021127940098300
14.09.2022	1709988419095566600
15.09.2022	1566490388449560300
16.09.2022	1462629545402931200
17.09.2022	1135681710726966000
18.09.2022	942536299285856500
19.09.2022	1059443285721450600
20.09.2022	1196969028416661500
21.09.2022	1387687914885605400
22.09.2022	1361032787040553000
23.09.2022	1500871167502182000
24.09.2022	1287480953699418600
25.09.2022	901955494979596900
26.09.2022	904798661970973200
27.09.2022	1671431090490039300
28.09.2022	1385765143743971000
29.09.2022	1693176802806938600
30.09.2022	2428585732920587300
01.10.2022	1666404211477150700
02.10.2022	1229635351958991000
03.10.2022	1678310213769731600
04.10.2022	2357843064470466600
05.10.2022	2246597762080597800
06.10.2022	1883607537853553700
07.10.2022	1504500876713692700
08.10.2022	1036566731371286400
09.10.2022	957156371391699000
10.10.2022	753618663975972400
11.10.2022	1047825469325815000
12.10.2022	992764589794718100
13.10.2022	901529043505948400
14.10.2022	856028059299605600
15.10.2022	875621668402528400
16.10.2022	1267526871634239000
17.10.2022	1480135800405959400
18.10.2022	1543272414896499200
19.10.2022	1696845044702999300
20.10.2022	1464374505571748400
21.10.2022	1450550688907524000
22.10.2022	1222688183877420500
23.10.2022	1054875566123825900
24.10.2022	1257840171075828200
25.10.2022	1440473737521095700
26.10.2022	2148259593809624800
27.10.2022	3191982797361049600
28.10.2022	3423238572546489300
29.10.2022	4319368172814937600
30.10.2022	2910515373655251500
31.10.2022	3234384591851905500
01.11.2022	3541377762157452000
02.11.2022	2741133238907759600
03.11.2022	2333627236025715700
04.11.2022	3181699832314610700
05.11.2022	1694719885575532800
06.11.2022	1888246622096682800
07.11.2022	1264203744479695000
08.11.2022	3826164346446952000
09.11.2022	6688734181251261000
10.11.2022	7063405446672658000
11.11.2022	5655889705054906000
12.11.2022	2845121402815838700
13.11.2022	2919745934071568000
14.11.2022	4590415084677623300
15.11.2022	2654392912455678500
16.11.2022	3007424866853222400
17.11.2022	2366824990864320500
18.11.2022	1852763391348169200
19.11.2022	1882630200936750300
20.11.2022	1755950420446516700
21.11.2022	1917138997487351600
22.11.2022	1814523355492643600
23.11.2022	2022948018868992500
24.11.2022	1696686342804648200
25.11.2022	1914370018101030100
26.11.2022	1894549916951753500
27.11.2022	1834532508126243600
28.11.2022	2450881455613469000
29.11.2022	1894703433585914600
30.11.2022	2366149702611111000
01.12.2022	2462552098921308700
02.12.2022	1637709570980933000
03.12.2022	1383717727129060400
04.12.2022	1127614558521198800
05.12.2022	1450542273090963500
06.12.2022	1244709005498910000
07.12.2022	1446029165847753200
08.12.2022	1858589882487558400
09.12.2022	1667853321458491000
10.12.2022	1391652308830657300
11.12.2022	1175092458324062700
12.12.2022	2018285253046150400
13.12.2022	1593183452966750700
14.12.2022	1757636038609860600
15.12.2022	1206454178483488800
16.12.2022	1442821295191906000
17.12.2022	1523472955952501800
18.12.2022	1265358551889347000
19.12.2022	3564188513730712600
20.12.2022	1367012572168230400
21.12.2022	1151149963402370600
22.12.2022	1362380389351791400
23.12.2022	1174254950779541200
24.12.2022	905149788660187400
25.12.2022	684358836898575600
26.12.2022	628452149786657700
27.12.2022	1346471593650301000
28.12.2022	1508376098918672600
29.12.2022	1676448444706057000
30.12.2022	1618617166686242300
31.12.2022	1075894477004745500
01.01.2023	872246029420576800
02.01.2023	867789596888388000
03.01.2023	975107107215125500
04.01.2023	1366396197803456300
05.01.2023	1231381592808751400
06.01.2023	1162268691175840500
07.01.2023	947996864012379300
08.01.2023	1182993841436067800
09.01.2023	1955476522636564000
10.01.2023	1501042572238278400
11.01.2023	2000203239440064500
12.01.2023	1741857815748123100
13.01.2023	1684526541145427500
14.01.2023	1924644833449464800
15.01.2023	1556919696761925000
16.01.2023	1522890752577694200
17.01.2023	1561934037157775000
18.01.2023	1579514296628331300
19.01.2023	1387930994703551700
20.01.2023	1491732610858062000
21.01.2023	1416309376671665200
22.01.2023	1356463867008543200
23.01.2023	1433669591733745200
24.01.2023	1985574206559288600
25.01.2023	2300781954690789600
26.01.2023	1855948215579080400
27.01.2023	1942552507696622300
28.01.2023	1630429512191211300
29.01.2023	1712140411634241300
30.01.2023	1694906863828315400
31.01.2023	2223163539880180000
01.02.2023	1880459643649560300
02.02.2023	1780753584725601800
03.02.2023	1566298714055200800
04.02.2023	1718894053021869000
05.02.2023	1289232658178688300
06.02.2023	1549896122714331400
07.02.2023	1539183513913124900
08.02.2023	1164856696899983000
09.02.2023	1426814988009274400
10.02.2023	1542159428425712400
11.02.2023	763029194559652200
12.02.2023	745653958104882000
13.02.2023	769589806516327600
14.02.2023	777785831778419000
15.02.2023	1227816449651105800
16.02.2023	1780825001397180700
17.02.2023	1821849759366762500
18.02.2023	1568009053662593500
19.02.2023	1414387370207080200
20.02.2023	1293137104084576000
21.02.2023	1432866476797394200
22.02.2023	1433374074712788700
23.02.2023	1395917387946686700
24.02.2023	1276824410866646500
25.02.2023	1052567216131162100
26.02.2023	1100135602987208100
27.02.2023	1045221024518824200
28.02.2023	1411221843992480500
01.03.2023	1194076586552078300
02.03.2023	1267087085007545300
03.03.2023	962304628707544800
04.03.2023	896234612868400100
05.03.2023	1112664464375940600
06.03.2023	1206943046992969000
07.03.2023	1424575764984183000
08.03.2023	1336857390396902000
09.03.2023	1573131289447412200
10.03.2023	1549404956172568600
11.03.2023	1530027419989795600
12.03.2023	1059041959608197500
13.03.2023	1156223785496031500
14.03.2023	1290192520886964200
15.03.2023	1677227356657948700
16.03.2023	1581927636884923000
17.03.2023	1517323772573958000
18.03.2023	1298702709110140400
19.03.2023	876195498604912000
20.03.2023	1423292471741687800
21.03.2023	1362292688135861000
22.03.2023	1040153481074668200
23.03.2023	1669908661113875000
24.03.2023	2246912492964105700
25.03.2023	1626903521331496400
26.03.2023	1576342659478929700
27.03.2023	1732365703728489000
28.03.2023	1654113130947685000
29.03.2023	1691210926815852300
30.03.2023	1748211133787716900
31.03.2023	1883816874059251000
01.04.2023	1752451870670245000
02.04.2023	1955398898886607000
03.04.2023	3390608911653662700
04.04.2023	3775015680211745300
05.04.2023	2809347066218948600
06.04.2023	2291287631324806400
07.04.2023	1842771010178477800
08.04.2023	1562243780106651400
09.04.2023	1599411168932944600
10.04.2023	1833258487503720700
11.04.2023	2174179640021056800
12.04.2023	1875376056933994800
13.04.2023	2427635834170825000
14.04.2023	2799988788637440500
15.04.2023	1898863442098996500
16.04.2023	1696045087885670400
17.04.2023	2139888276886461700
18.04.2023	1776245157213106200
19.04.2023	1637645121669730000
20.04.2023	1596632619499885800
21.04.2023	1359793141191937500
22.04.2023	1107035884624989300
23.04.2023	1331995642506408200
24.04.2023	2080991423653028900
25.04.2023	1963215792502731800
26.04.2023	2228936370618055200
27.04.2023	2341596945599614000
28.04.2023	2288948526188704300
29.04.2023	1923090661992045600
30.04.2023	1576590211780337200
01.05.2023	1548381514721851400
02.05.2023	1305498647720634400
03.05.2023	1301517683897558000
04.05.2023	1287170976935609900
05.05.2023	1410405662804100600
06.05.2023	1251012736695948000
07.05.2023	975823238084139100
08.05.2023	1526861294005956900
09.05.2023	2875776282504377300
10.05.2023	2309157751875314000
11.05.2023	2117254050094849500
12.05.2023	2876681437669734000
13.05.2023	2770569104537580000
14.05.2023	2092609289572828200
15.05.2023	1973285756193060000
16.05.2023	2486355089641546000
17.05.2023	2045174392494921200
18.05.2023	1790022367565803000
19.05.2023	1621795559633591600
20.05.2023	1297107429629575400
21.05.2023	1069175978375384800
22.05.2023	4047398716052755500
23.05.2023	2050142937703282200
24.05.2023	1467911295338434800
25.05.2023	3500321006889068500
26.05.2023	2222794775849921500
27.05.2023	1699181409609653200
28.05.2023	1522322219022577000
29.05.2023	1627262228858104800
30.05.2023	1808878231601869800
31.05.2023	1804737241828818000
01.06.2023	2737796814271315000
02.06.2023	2692524912900151300
03.06.2023	1049042518303993200
04.06.2023	1787022279723126500
05.06.2023	1185727237197839000
06.06.2023	1395656722013628000
07.06.2023	747275982900934900
08.06.2023	1128871191458034700
09.06.2023	1195577444996939800
10.06.2023	1359440656415657500
11.06.2023	736398621501267800
12.06.2023	1096992766156019500
13.06.2023	1053996485322244600
14.06.2023	1746114111130098000
15.06.2023	1567644072950501000
16.06.2023	859125464763665300
17.06.2023	616817402445930600
18.06.2023	566521070216928000
19.06.2023	552032947766034600
20.06.2023	730655721254893300
21.06.2023	815965360924444700
22.06.2023	812649191882769900
23.06.2023	775576682054788100
24.06.2023	731001606724658600
25.06.2023	414321097837984100
26.06.2023	975406059337625000
27.06.2023	570382908506682900
28.06.2023	851447573103779500
29.06.2023	1090393575637984300
30.06.2023	1256232237418276600
01.07.2023	1141521842403605600
02.07.2023	766682967685872300
03.07.2023	1119143060773062500
04.07.2023	2216964650780457200
05.07.2023	1517087277950809300
06.07.2023	1606935334007564300
07.07.2023	1404746370892567300
08.07.2023	1309158262543484000
09.07.2023	1369851655740435500
10.07.2023	1734682623773060600
11.07.2023	1485709310779498500
12.07.2023	1462061644810457300
13.07.2023	1945618169439044600
14.07.2023	2684296282627349000
15.07.2023	2696975035914631000
16.07.2023	1940328867817629000
17.07.2023	2328181113412973000
18.07.2023	2014776833541609200
19.07.2023	1786306024092757800
20.07.2023	2582691223718581000
21.07.2023	3624955314644204000
22.07.2023	2388383761922398700
23.07.2023	2151807350418553000
24.07.2023	3158516729797235000
25.07.2023	3477476164033873400
26.07.2023	3012823104295519000
27.07.2023	2922878487955188000
28.07.2023	2684601851237818000
29.07.2023	2398926715528343000
30.07.2023	2066329179276964600
31.07.2023	2034798624392017700
01.08.2023	2003337799512149000
02.08.2023	2925838064442631000
03.08.2023	3299986773669568500
04.08.2023	2727838406382489600
05.08.2023	1871575751837471500
06.08.2023	1639595555408982300
07.08.2023	2087909793379550000
08.08.2023	2036151755432962600
09.08.2023	1978931665303621600
10.08.2023	1988430614988065800
11.08.2023	2095491226072040000
12.08.2023	2161887477623914500
13.08.2023	1651993370553187800
14.08.2023	2107730370741710600
15.08.2023	2504576233793014300
16.08.2023	2452106707499411500
17.08.2023	2384820299384304600
18.08.2023	2913791676037261000
19.08.2023	2268702512305351400
20.08.2023	1772089077830523400
21.08.2023	1837544757655073000
22.08.2023	1885893225982730000
23.08.2023	1954136143907190500
24.08.2023	1694711272925651700
25.08.2023	1696568811662925800
26.08.2023	1553655117037204200
27.08.2023	1276167775060033300
28.08.2023	1541736647522504400
29.08.2023	2139324933725962200
30.08.2023	2199858977179389700
31.08.2023	2050470634255440400
01.09.2023	1633000680024009500
02.09.2023	1615812065214921200
03.09.2023	1143913994929991300
04.09.2023	1851931950550851000
05.09.2023	1712298853614238700
06.09.2023	2049646560979979300
07.09.2023	1730653056864522500
08.09.2023	1675242988190837000
09.09.2023	1673881475623103000
10.09.2023	1826449719668548000
11.09.2023	1696763783777132800
12.09.2023	1697831376541344300
13.09.2023	1876901283170267600
14.09.2023	1631051024489126100
15.09.2023	1772102898476648000
16.09.2023	1505300590937753900
17.09.2023	1484198239915330800
18.09.2023	1620493725715813000
19.09.2023	1449647838331109400
20.09.2023	1450128972804473000
21.09.2023	1611443506531258600
22.09.2023	1551723183856263400
23.09.2023	1447623978401439200
24.09.2023	1397604614533652200
25.09.2023	1384369416785993200
26.09.2023	1829603123040447700
27.09.2023	1338325581160251000
28.09.2023	1733509033622296800
29.09.2023	1913901495207241500
30.09.2023	1894315703647735800
01.10.2023	2173952280696321800
02.10.2023	2210714666962983200
03.10.2023	2165873460579450400
04.10.2023	2231745006668893700
05.10.2023	1845468741266600400
06.10.2023	1826905793851125500
07.10.2023	1527082010104258300
08.10.2023	1499089174041066800
09.10.2023	2323895271313659000
10.10.2023	1671180521288355000
11.10.2023	1789318782663418600
12.10.2023	1465157507102692400
13.10.2023	2001037937561216500
14.10.2023	1885245335918470700
15.10.2023	1729743512247421700
16.10.2023	1992601639570082300
17.10.2023	2069102130086681900
18.10.2023	1839894177850887000
19.10.2023	2082337015294393300
20.10.2023	1247771610960998000
21.10.2023	1134976645954792700
22.10.2023	1177650456439371000
23.10.2023	1980646768527644200
24.10.2023	1872551975999606000
25.10.2023	1766960467346299400
26.10.2023	2100862612994627000
27.10.2023	1438055026115845000
28.10.2023	953532010719592300
29.10.2023	962893107766722000
30.10.2023	980842365476038800
31.10.2023	1135104218956027100
01.11.2023	1057179508220638700
02.11.2023	1058510946732728400
03.11.2023	859744395256862300
04.11.2023	1250223279773580500
05.11.2023	1429932683259772700
06.11.2023	2125250856155674400
07.11.2023	1892859418828961800
08.11.2023	1483459640111713800
09.11.2023	1757435297416422100
10.11.2023	1150463188170533200
11.11.2023	1458723383498101000
12.11.2023	1110413663392010500
13.11.2023	1310693253464161500
14.11.2023	1224097700273228500
15.11.2023	1194460912040954600
16.11.2023	1857110055884725500
17.11.2023	2702404796342142000
18.11.2023	1289546449477586000
19.11.2023	1359972368573539800
20.11.2023	1796062909066896100
21.11.2023	2199606198878395000
22.11.2023	1765374995645316600
23.11.2023	1370838778390065700
24.11.2023	1468355754437084400
25.11.2023	1240604604299603000
26.11.2023	1281244031835612400
27.11.2023	1691657997270713600
28.11.2023	1738976048276294000
29.11.2023	1759110825485522700
30.11.2023	1468388258021482200
01.12.2023	1755858963177310500
02.12.2023	1076298365920360000
03.12.2023	1295431409970187800
04.12.2023	1765207976221864400
05.12.2023	2039655477725958700
06.12.2023	2740993209507395600
07.12.2023	2167216248378129400
08.12.2023	1774072207805962500
09.12.2023	1560202523007898400
10.12.2023	1463086425718645200
11.12.2023	1757775298831645000
12.12.2023	1425621297076968700
13.12.2023	1347991898099570200
14.12.2023	1430351768076388000
15.12.2023	1458823813602563000
16.12.2023	1543258675544687600
17.12.2023	1639517786642388500
18.12.2023	1368124757910854000
19.12.2023	1468445315895759000
20.12.2023	1304343925402994000
21.12.2023	1579617867422731000
22.12.2023	1348798788524393700
23.12.2023	1102390076592817400
24.12.2023	1118069769940757500
25.12.2023	1371725943591724800
26.12.2023	1488439806289627600
27.12.2023	1845241017339616800
28.12.2023	1711445451711094300
29.12.2023	1455087903016967200
30.12.2023	1071602239411914800
31.12.2023	1030491988070175500
01.01.2024	1059223811332149900
02.01.2024	1449297144715703600
03.01.2024	1631084275488128300
04.01.2024	1618064477975826700
05.01.2024	964624594959967900
06.01.2024	1073371998315092000
07.01.2024	1135236506688497400
08.01.2024	968324957689747700
09.01.2024	1370987267594142700
10.01.2024	1824973385215497000
11.01.2024	1648732706240420400
12.01.2024	1511203155575550000
13.01.2024	1228452477779870200
14.01.2024	1391217111362037500
15.01.2024	1272006449835494400
16.01.2024	1512245790600081000
17.01.2024	1439210035205255400
18.01.2024	1473877916039098600
19.01.2024	1402139887389448400
20.01.2024	1478544329769014800
21.01.2024	1408326451099983600
22.01.2024	1720243367123372000
23.01.2024	1323698665524686800
24.01.2024	926825489572540400
25.01.2024	880532666294995100
26.01.2024	904868016231575600
27.01.2024	702755570386257900
28.01.2024	603352056458102000
29.01.2024	944182348890462100
30.01.2024	1349093204674305500
31.01.2024	1160502939258937300
01.02.2024	1092843943393810800
02.02.2024	935959097896016100
03.02.2024	983274415935060400
04.02.2024	1005392505530616000
05.02.2024	1257790595205943000
06.02.2024	1335315180598850800
07.02.2024	991923327537299200
08.02.2024	1324585745801247200
09.02.2024	1386735830616064000
10.02.2024	1060565744824088300
11.02.2024	865838525663435600
12.02.2024	971872419966899600
13.02.2024	1204861414898911700
14.02.2024	1645980985101188900
15.02.2024	1753046299887585000
16.02.2024	1589430472677124400
17.02.2024	1187128129549317000
18.02.2024	1361662841652307700
19.02.2024	1688611485082714600
20.02.2024	1766309706439729400
21.02.2024	1235676297586101000
22.02.2024	1169284676127632100
23.02.2024	933684293275038000
24.02.2024	909123699824966000
25.02.2024	631020307235340200
26.02.2024	1357779851040076300
27.02.2024	2267147476593156400
28.02.2024	3310532715073086500
29.02.2024	3475179605343404500
01.03.2024	2499106791192447500
02.03.2024	2328101199605851000
03.03.2024	2076292454037936000
04.03.2024	3332239173390607400
05.03.2024	4017639512578334700
06.03.2024	2701772220609197600
07.03.2024	1653375850542717000
08.03.2024	1986925129555419600
09.03.2024	1670740861194562600
10.03.2024	1087843266109633200
11.03.2024	1595182800540279000
12.03.2024	1471764336333473800
13.03.2024	1263107152754545200
14.03.2024	2748136553383558000
15.03.2024	1722320593389999000
16.03.2024	1269790981821941500
17.03.2024	1146745354105826300
18.03.2024	1082430568831236900
19.03.2024	1224230504494596400
